Timestamp,Open,High,Low,Close,Volume
1578009600000,6244.33,6608.59,6244.33,6568.73,3.55898
1578096000000,6558.96,6690.0,6520.12,6568.18,1.829645
1578182400000,6590.9,6699.28,6568.18,6589.0,3.365345
1578268800000,6568.18,6950.0,6500.0,6914.15,10.250183
1578355200000,6942.65,7352.71,6900.0,7315.6,29.517401
1578441600000,7353.14,7552.26,7079.19,7239.17,22.190158
1578528000000,7209.85,7209.85,6983.08,7030.39,21.89694
1578614400000,7059.9,7350.0,6924.0,7350.0,3.934952
1578700800000,7350.0,7438.1,7168.68,7225.27,5.909842
1578787200000,7213.35,7352.97,7171.15,7352.97,5.135573
1578873600000,7352.97,7352.97,7247.06,7306.14,3.153253
1578960000000,7288.12,7970.49,7288.12,7894.24,32.767173
1579046400000,7895.5,7989.59,7705.73,7881.35,17.353857
1579132800000,7906.51,7917.05,7699.0,7845.98,10.94211
1579219200000,7816.48,8075.59,7816.48,8035.0,16.43333
1579305600000,8025.0,8077.1,7950.0,8050.0,14.642997
1579392000000,8067.93,8271.43,7673.53,7838.11,34.269219
1579478400000,7853.71,7904.29,7250.6,7778.83,61.213957
1579564800000,7754.25,7919.13,7550.0,7893.54,57.244242
1579651200000,7880.0,7920.0,7734.63,7790.1,7.234232
1579737600000,7771.01,7794.14,7440.98,7518.0,16.972094
1579824000000,7566.48,7705.73,7433.38,7599.48,10.073295
1579910400000,7599.48,7617.25,7475.88,7573.36,6.49606
1579996800000,7534.04,7793.06,7505.0,7793.06,5.839997
1580083200000,7780.67,8137.95,7760.14,8055.42,10.041794
1580169600000,8055.42,8503.0,8049.59,8498.23,20.354689
1580256000000,8518.09,8585.0,8373.88,8438.07,18.264025
1580342400000,8424.04,8669.55,8301.13,8598.0,28.927134
1580428800000,8618.47,8633.26,8302.36,8411.38,13.871029
1580515200000,8425.26,8550.0,8374.93,8466.33,3.218111
1580601600000,8458.46,8546.5,8262.01,8429.12,8.810074
1580688000000,8399.73,8647.0,8336.95,8407.48,14.976716
1580774400000,8411.62,8454.31,8197.3,8304.62,16.681366
1580860800000,8322.97,8928.86,8271.19,8739.96,28.317405
1580947200000,8753.44,8947.55,8652.25,8865.47,12.99766
1581033600000,8883.18,8993.36,8847.45,8947.0,10.074407
1581120000000,8931.97,9100.0,8836.0,9044.88,6.446713
1581206400000,9050.22,9284.0,9036.35,9244.0,9.199912
1581292800000,9265.3,9294.33,8875.0,9031.31,16.507298
1581379200000,9010.83,9475.0,8879.54,9364.75,27.669135
1581465600000,9424.06,9597.35,9287.15,9478.0,26.658223
1581552000000,9497.98,9682.5,9231.06,9430.51,41.074392
1581638400000,9410.51,9586.16,9238.63,9550.7,27.715841
1581724800000,9552.0,9586.16,9025.0,9139.48,29.339565
1581811200000,9100.0,9279.84,8883.88,9161.25,38.368317
1581897600000,9129.29,9190.97,8726.24,8924.14,41.629615
1581984000000,8939.41,9500.0,8835.12,9431.53,24.467001
1582070400000,9426.61,9520.0,8679.89,8892.56,24.794959
1582156800000,8920.0,8994.23,8738.86,8918.84,36.280594
1582243200000,8891.81,9049.65,8848.22,8927.52,16.894076
1582329600000,8925.63,8956.86,8836.25,8938.69,12.722981
1582416000000,8914.87,9234.76,8914.87,9207.92,16.43576
1582502400000,9200.13,9234.85,8743.13,8890.79,24.535299
1582588800000,8854.58,8923.31,8483.12,8570.92,31.358594
1582675200000,8605.13,8609.67,7850.0,8071.09,61.499685
1582761600000,8056.25,8381.01,7843.0,8000.0,39.594291
1582848000000,8013.08,8100.0,7650.0,7897.0,43.599004
1582934400000,7919.38,8013.48,7760.0,7760.0,19.577259
1583020800000,7748.25,7929.95,7630.0,7707.54,27.489221
1583107200000,7707.54,8073.76,7693.25,7966.68,49.587265
1583193600000,7966.68,8055.0,7750.0,7854.32,13.747165
1583280000000,7875.19,7997.05,7794.15,7918.26,26.874259
1583366400000,7926.22,8250.0,7908.76,8135.18,39.92308
1583452800000,8152.51,8194.04,8031.06,8160.2,36.209884
1583539200000,8145.51,8210.52,7902.85,7956.6,28.906953
1583625600000,7916.86,7916.86,7067.0,7111.76,58.571394
1583712000000,7111.76,7228.02,6640.44,6958.83,104.279573
1583798400000,6989.59,7210.01,6868.0,7019.36,43.893179
1583884800000,7016.85,7120.85,6748.18,7120.06,51.570204
1583971200000,7113.56,7113.56,4000.0,4350.77,378.40923
1584057600000,4368.1,5519.88,3363.1,5173.76,789.781768
1584144000000,5173.76,5187.19,4600.0,4727.48,292.037034
1584230400000,4721.09,5400.0,4646.83,4849.3,142.600537
1584316800000,4826.26,4894.47,4001.04,4555.0,276.579007
1584403200000,4574.79,5091.75,4474.96,4933.17,243.326635
1584489600000,4958.8,5006.0,4609.27,4974.95,207.262644
1584576000000,4977.46,6107.42,4874.6,5846.68,398.677803
1584662400000,5870.0,6499.99,5326.44,5861.36,343.452843
1584748800000,5860.06,6084.9,5490.84,5808.7,159.354587
1584835200000,5828.3,6025.84,5404.83,5495.68,93.391967
1584921600000,5495.68,6180.0,5387.72,6079.71,211.276054
1585008000000,6079.71,6459.88,5972.33,6265.21,315.825511
1585094400000,6276.96,6450.0,6010.56,6195.65,125.801329
1585180800000,6218.84,6259.21,5997.35,6159.04,105.194477
