Timeframe,Open,High,Low,Close,Volume
1579435200000,7819.9,7820.48,7698.18,7816.37,8.054065
1579456800000,7800.0,7927.26,7673.53,7838.11,4.577926
1579478400000,7853.71,7853.72,7713.4,7793.14,3.095335
1579500000000,7811.5,7820.63,7622.1,7788.2,13.922584
1579521600000,7753.06,7838.11,7250.6,7799.94,31.370734
1579543200000,7810.01,7904.29,7685.6,7778.83,12.825304
1579564800000,7754.25,7843.97,7550.0,7794.64,9.640917
1579586400000,7771.93,7827.62,7700.0,7783.67,20.709343
1579608000000,7745.4,7835.52,7700.0,7784.54,13.07729
1579629600000,7784.54,7919.13,7637.0,7893.54,13.816692
1579651200000,7880.0,7920.0,7843.42,7843.42,0.317813
1579672800000,7850.0,7920.0,7764.65,7774.0,1.81841
1579694400000,7787.92,7830.0,7734.63,7815.38,3.403296
1579716000000,7808.55,7816.01,7770.0,7790.1,1.694713
1579737600000,7771.01,7771.01,7651.77,7667.39,1.564811
1579759200000,7695.96,7794.14,7450.0,7588.68,4.528439
1579780800000,7568.1,7607.6,7440.98,7513.78,5.415888
1579802400000,7505.11,7607.76,7500.0,7518.0,5.462956
1579824000000,7566.48,7566.48,7488.36,7524.47,0.29411699999999996
1579845600000,7536.88,7593.2,7433.38,7573.74,5.153171
1579867200000,7607.76,7700.02,7596.04,7668.57,3.468084
1579888800000,7673.27,7705.73,7584.5,7599.48,1.157923
1579910400000,7599.48,7599.48,7475.88,7513.3,1.76111
1579932000000,7555.01,7588.34,7507.2,7538.71,1.097889
1579953600000,7507.3,7560.0,7507.17,7525.9,1.1580949999999999
1579975200000,7526.29,7617.25,7505.22,7573.36,2.478966
1579996800000,7534.04,7573.47,7505.0,7573.47,0.296352
1580018400000,7567.88,7700.0,7530.02,7657.99,2.470799
1580040000000,7632.7,7771.92,7632.0,7768.66,1.463251
1580061600000,7770.0,7793.06,7733.0,7793.06,1.609595
1580083200000,7780.67,7862.3,7775.75,7801.46,0.837422
1580104800000,7810.25,7900.0,7760.14,7900.0,2.03682
1580126400000,7904.3,7987.91,7838.11,7969.92,2.521242
1580148000000,7935.0,8137.95,7904.3,8055.42,4.64631
1580169600000,8055.42,8270.0,8055.42,8157.33,3.146992
1580191200000,8185.69,8244.0,8111.26,8228.45,5.812042
1580212800000,8230.1,8347.87,8049.59,8116.68,6.346042
1580234400000,8116.68,8503.0,8116.68,8498.23,5.049613
1580256000000,8518.09,8547.34,8429.55,8453.53,5.476007
1580277600000,8502.77,8585.0,8392.79,8412.16,5.922372
1580299200000,8380.44,8550.7,8373.88,8453.34,3.107421
1580320800000,8476.94,8550.0,8434.54,8438.07,3.758225
1580342400000,8424.04,8470.0,8301.13,8459.13,2.152776
1580364000000,8462.72,8517.72,8408.26,8470.0,7.318392
1580385600000,8490.02,8600.01,8340.0,8599.37,12.708772
1580407200000,8575.53,8669.55,8543.44,8598.0,6.747194
1580428800000,8618.47,8633.26,8465.89,8465.89,2.515104
1580450400000,8465.89,8503.56,8412.0,8449.64,2.955149
1580472000000,8430.6,8432.44,8302.36,8370.57,5.914766
1580493600000,8339.19,8461.75,8339.19,8411.38,2.4860100000000003
1580515200000,8425.26,8504.53,8425.26,8483.14,0.464518
1580536800000,8435.36,8550.0,8394.65,8394.65,0.918476
1580558400000,8418.86,8469.9,8374.93,8449.31,1.216816
1580580000000,8449.31,8466.33,8413.9,8466.33,0.618301
1580601600000,8458.46,8458.46,8262.01,8400.0,1.5221770000000001
1580623200000,8424.04,8500.0,8391.72,8500.0,0.837007
1580644800000,8500.0,8546.5,8431.64,8518.05,3.808837
1580666400000,8518.05,8542.24,8425.32,8429.12,2.6420529999999998
1580688000000,8399.73,8647.0,8383.0,8451.61,4.351186
1580709600000,8451.31,8478.16,8350.0,8449.27,4.260933
1580731200000,8436.85,8462.52,8336.95,8398.78,4.776647
1580752800000,8384.69,8430.0,8359.91,8407.48,1.5879500000000002
1580774400000,8411.62,8454.31,8300.0,8386.04,3.400428
1580796000000,8388.0,8421.79,8197.3,8309.19,9.728614
1580817600000,8302.58,8342.02,8231.04,8327.0,1.7575319999999999
1580839200000,8346.0,8346.0,8239.68,8304.62,1.794792
1580860800000,8322.97,8400.0,8271.19,8368.0,6.957352
1580882400000,8388.0,8534.9,8350.0,8498.03,3.277684
1580904000000,8534.0,8677.34,8515.34,8675.14,7.43961
1580925600000,8675.14,8928.86,8598.0,8739.96,10.642759
1580947200000,8753.44,8780.85,8652.25,8743.35,0.936653
1580968800000,8743.35,8794.95,8737.6,8794.95,1.6397300000000001
1580990400000,8815.0,8947.55,8762.05,8870.95,6.925333
1581012000000,8885.12,8905.25,8789.67,8865.47,3.495944
1581033600000,8883.18,8939.0,8859.99,8874.03,0.639035
1581055200000,8865.7,8993.36,8860.0,8993.36,4.974363
1581076800000,8934.23,8964.12,8847.45,8942.6,2.558141
1581098400000,8942.6,8958.26,8883.18,8947.0,1.902868
1581120000000,8931.97,8998.0,8836.0,8869.69,1.093479
1581141600000,8920.0,8990.0,8863.34,8963.62,1.543244
1581163200000,8952.8,9020.0,8924.77,9020.0,1.599395
1581184800000,9020.0,9100.0,8960.0,9044.88,2.210595
1581206400000,9050.22,9237.0,9036.35,9215.97,2.042639
1581228000000,9235.9,9274.4,9184.88,9237.53,2.430082
1581249600000,9217.0,9273.94,9155.16,9195.16,2.922971
1581271200000,9199.27,9284.0,9159.14,9244.0,1.80422
1581292800000,9265.3,9294.33,8875.0,8949.74,3.833883
1581314400000,8967.84,9134.45,8911.49,8953.0,4.60755
1581336000000,8941.3,9087.65,8911.49,9018.99,4.945913
1581357600000,9018.99,9055.51,8979.1,9031.31,3.119952
1581379200000,9010.83,9010.83,8900.0,8920.04,1.553979
1581400800000,8919.92,8996.19,8915.25,8982.37,1.402496
1581422400000,8963.28,9475.0,8879.54,9407.76,17.380894
1581444000000,9412.96,9473.68,9323.1,9364.75,7.331766
1581465600000,9424.06,9493.55,9379.96,9460.96,1.462429
1581487200000,9493.55,9584.59,9287.15,9498.89,9.008814
1581508800000,9470.1,9555.0,9357.14,9482.48,5.871726
1581530400000,9504.49,9597.35,9421.98,9478.0,10.315254
1581552000000,9497.98,9615.0,9497.98,9615.0,1.081841
1581573600000,9620.95,9655.57,9231.06,9348.7,15.123454
1581595200000,9324.64,9682.5,9324.64,9404.7,14.737715
1581616800000,9399.23,9473.68,9328.37,9430.51,10.131382
1581638400000,9410.51,9475.0,9370.0,9402.5,3.659958
1581660000000,9370.0,9490.04,9238.63,9467.14,10.872218
1581681600000,9459.0,9530.16,9395.44,9496.39,4.524216
1581703200000,9496.4,9586.16,9467.47,9550.7,8.659449
1581724800000,9552.0,9586.16,9435.83,9449.8,2.642254
1581746400000,9435.23,9493.9,9419.33,9452.5,2.5207800000000002
1581768000000,9436.28,9492.39,9075.15,9077.06,14.699539
1581789600000,9075.15,9180.0,9025.0,9139.48,9.476992
1581811200000,9100.0,9279.84,9016.0,9184.24,8.196121
1581832800000,9184.24,9265.28,9150.18,9161.04,4.077748
1581854400000,9161.09,9199.37,8883.88,8993.98,16.728051999999998
1581876000000,9031.06,9250.0,8931.38,9161.25,9.366396
1581897600000,9129.29,9190.97,8974.17,9025.0,5.819508
1581919200000,8978.85,9077.28,8838.37,8882.5,7.586379
1581940800000,8872.66,8979.41,8726.24,8907.46,22.785738
1581962400000,8893.67,8966.1,8806.08,8924.14,5.43799
1581984000000,8939.41,9050.0,8891.81,9050.0,4.707727
1582005600000,9050.0,9070.1,8903.7,8955.08,5.004791
1582027200000,8955.08,9232.45,8835.12,9232.45,7.785529
1582048800000,9235.05,9500.0,9224.28,9431.53,6.968954
1582070400000,9426.61,9433.44,9353.35,9356.9,0.9243509999999999
1582092000000,9379.4,9434.74,9300.0,9420.79,3.508657
1582113600000,9420.79,9520.0,9200.0,9408.96,1.494661
1582135200000,9420.75,9499.91,8679.89,8892.56,18.86729
1582156800000,8920.0,8920.0,8780.08,8843.01,3.424566
1582178400000,8860.4,8948.22,8831.59,8891.43,7.988441
1582200000000,8860.0,8994.23,8738.86,8837.7,20.167085
1582221600000,8794.62,8972.87,8760.99,8918.84,4.700502
1582243200000,8891.81,9040.0,8848.22,8972.2,3.474175
1582264800000,9000.75,9032.81,8885.36,9002.72,3.297418
1582286400000,9013.67,9049.65,8932.94,8971.23,6.16316
1582308000000,8935.0,8982.88,8850.0,8927.52,3.959323
1582329600000,8925.63,8956.86,8861.07,8861.07,0.479516
1582351200000,8855.23,8920.33,8836.25,8856.23,10.680486
1582372800000,8882.16,8930.93,8869.23,8910.69,0.9064629999999999
1582394400000,8933.96,8950.0,8917.63,8938.69,0.656516
1582416000000,8914.87,9155.9,8914.87,9155.87,1.879781
1582437600000,9154.54,9219.23,9065.58,9065.58,4.076727
1582459200000,9080.5,9162.51,9064.9,9135.0,4.171896
1582480800000,9135.0,9234.76,9099.46,9207.92,6.307356
1582502400000,9200.13,9234.85,8900.0,9015.55,5.651272
1582524000000,9044.0,9087.46,8977.35,9086.23,6.432512
1582545600000,9100.0,9100.0,8813.98,8840.9,6.919992
1582567200000,8832.71,8896.14,8743.13,8890.79,5.531523
1582588800000,8854.58,8872.72,8800.0,8810.5,0.671526
1582610400000,8827.52,8875.0,8765.0,8875.0,1.775605
1582632000000,8900.21,8923.31,8525.53,8533.14,20.741354
1582653600000,8580.01,8665.0,8483.12,8570.92,8.170109
1582675200000,8605.13,8609.67,8355.27,8456.48,4.336816
1582696800000,8445.99,8455.04,8315.89,8393.0,11.920328
1582718400000,8393.0,8521.91,7850.0,8011.78,36.733914
1582740000000,8011.82,8134.3,8011.82,8071.09,8.508627
1582761600000,8056.25,8084.93,7843.0,8014.8,5.872365
1582783200000,8046.14,8100.0,7978.64,8065.51,7.792661
1582804800000,8059.93,8381.01,7962.52,8163.94,21.506501
1582826400000,8135.05,8159.79,7901.11,8000.0,4.422764
1582848000000,8013.08,8100.0,7999.72,7999.72,0.462923
1582869600000,7999.72,8009.0,7705.67,7787.14,12.570227
1582891200000,7794.5,7950.78,7650.0,7764.87,27.36959
1582912800000,7792.6,8008.78,7728.53,7897.0,3.196264
1582934400000,7919.38,7992.36,7890.28,7992.36,0.5728639999999999
1582956000000,7954.0,8013.48,7833.4,7892.53,4.466827
1582977600000,7882.2,7896.0,7760.0,7760.0,6.565938
1582999200000,7844.44,7930.01,7760.0,7760.0,7.97163
1583020800000,7748.25,7898.96,7731.12,7785.66,1.36122
1583042400000,7779.5,7860.15,7724.05,7828.3,6.567564
1583064000000,7849.22,7929.95,7670.0,7715.13,10.119619
1583085600000,7718.29,7821.96,7630.0,7707.54,9.440818
1583107200000,7707.54,7855.99,7693.25,7853.13,9.063708
1583128800000,7840.65,7908.16,7787.04,7889.98,5.352775
1583150400000,7908.63,8000.0,7860.83,7950.01,16.470514
1583172000000,7950.0,8073.76,7905.5,7966.68,18.700268
1583193600000,7966.68,7984.1,7947.2,7957.5,0.313812
1583215200000,7958.0,8045.09,7857.07,7981.42,4.305097
1583236800000,8006.19,8055.0,7763.02,7838.99,5.4790600000000005
1583258400000,7801.76,7894.32,7750.0,7854.32,3.649196
1583280000000,7875.19,7984.77,7861.84,7984.77,7.401657
1583301600000,7984.61,7997.05,7794.15,7904.88,3.744053
1583323200000,7879.74,7979.43,7825.88,7905.04,5.766387
1583344800000,7930.0,7961.4,7819.33,7918.26,9.962162
1583366400000,7926.22,8124.23,7908.76,8106.62,3.4659459999999997
1583388000000,8091.99,8236.75,8050.0,8192.23,14.458916
1583409600000,8234.97,8236.0,8136.0,8219.97,11.956241
1583431200000,8206.23,8250.0,8090.0,8135.18,10.041977
1583452800000,8152.51,8180.02,8050.0,8170.63,5.978099
1583474400000,8178.12,8194.04,8121.96,8126.84,14.061646
1583496000000,8155.75,8155.75,8031.06,8091.85,10.014447
1583517600000,8091.85,8184.65,8047.21,8160.2,6.155692
1583539200000,8145.51,8195.92,8074.0,8074.0,1.352968
1583560800000,8100.16,8144.83,8074.0,8126.23,1.758759
1583582400000,8144.84,8210.52,7950.0,7986.29,19.905161
1583604000000,7948.0,7962.0,7902.85,7956.6,5.890065
1583625600000,7916.86,7916.86,7786.01,7841.88,1.3689369999999998
1583647200000,7812.05,7818.04,7735.0,7810.0,7.087898
1583668800000,7810.0,7810.0,7300.0,7435.59,35.497253
1583690400000,7435.0,7450.93,7067.0,7111.76,14.617306
1583712000000,7111.76,7228.02,6640.44,6990.82,32.560539
1583733600000,6984.78,7063.99,6836.8,6836.8,11.872907
1583755200000,6885.1,6937.12,6714.2,6738.0,42.905135
1583776800000,6731.76,6978.4,6731.76,6958.83,16.940992
1583798400000,6989.59,7039.64,6920.0,7039.64,6.116037
1583820000000,7000.0,7210.01,6937.12,7172.96,8.357658
1583841600000,7134.65,7202.93,6868.0,6951.35,11.53237
1583863200000,6965.0,7196.64,6951.35,7019.36,17.887114
1583884800000,7016.85,7092.59,6924.07,6927.86,6.784094
1583906400000,6969.43,7066.76,6893.91,6942.57,6.423038
1583928000000,6942.57,7000.0,6810.72,6819.99,24.317722
1583949600000,6820.0,7120.85,6748.18,7120.06,14.04535
1583971200000,7113.56,7113.56,6725.19,6806.51,9.036416
1583992800000,6806.54,6817.14,5080.0,5372.62,145.644957
1584014400000,5372.62,5664.29,5159.21,5501.16,90.630258
1584036000000,5500.0,5526.19,4000.0,4350.77,133.097599
1584057600000,4368.1,4995.37,3363.1,4487.24,156.253948
1584079200000,4470.32,5189.42,4406.0,4960.0,129.18295
1584100800000,4960.0,5519.88,4536.27,4761.7,330.865137
1584122400000,4761.62,5249.91,4453.84,5173.76,173.479733
1584144000000,5173.76,5187.19,4910.6,4993.18,140.557702
1584165600000,4993.18,5066.86,4750.75,5004.3,49.360454
1584187200000,5001.05,5032.4,4835.49,4953.26,34.385716
1584208800000,4953.26,5086.45,4600.0,4727.48,67.733162
1584230400000,4721.09,4811.88,4646.83,4766.94,27.68514
1584252000000,4763.25,5015.6,4725.0,4919.88,25.028393
1584273600000,4949.85,5080.0,4736.74,4816.04,17.568522
1584295200000,4829.01,5400.0,4710.04,4849.3,72.318482
1584316800000,4826.26,4894.47,4633.88,4647.76,33.032709
1584338400000,4652.97,4655.3,4001.04,4114.48,140.009121
1584360000000,4112.49,4685.0,4086.64,4580.0,66.004689
1584381600000,4573.9,4667.06,4359.68,4555.0,37.532488
1584403200000,4574.79,4893.13,4474.96,4776.99,31.876421
1584424800000,4784.57,4950.0,4706.7,4830.07,58.094834
1584446400000,4830.47,5032.69,4677.64,4939.48,72.956965
1584468000000,4940.93,5091.75,4891.96,4933.17,80.398415
1584489600000,4958.8,4980.15,4840.68,4862.69,9.671317
1584511200000,4851.66,4870.06,4609.27,4733.72,78.130755
1584532800000,4733.41,5006.0,4611.3,4874.07,81.651017
1584554400000,4877.27,4999.0,4874.37,4974.95,37.809555
1584576000000,4977.46,5028.49,4874.6,4967.97,15.900828
1584597600000,4977.68,5294.68,4965.76,5278.13,52.0496
1584619200000,5286.17,5999.99,5279.26,5959.04,222.443685
1584640800000,5967.53,6107.42,5725.0,5846.68,108.28369
1584662400000,5870.0,5929.9,5685.56,5835.67,11.414627
1584684000000,5824.0,6499.99,5770.97,6305.0,134.844945
1584705600000,6284.47,6324.24,5910.0,6058.54,72.716453
1584727200000,6070.66,6070.66,5326.44,5861.36,124.476818
1584748800000,5860.06,6000.0,5708.69,5755.07,11.470341
1584770400000,5747.03,5854.24,5490.84,5760.0,32.035812
1584792000000,5760.0,5912.0,5705.0,5726.92,69.746127
1584813600000,5755.07,6084.9,5731.88,5808.7,46.102307
1584835200000,5828.3,6025.83,5778.85,6025.83,5.510881
1584856800000,6020.6,6025.84,5805.53,5824.47,22.209736
1584878400000,5802.94,5820.0,5609.87,5677.57,37.935216
1584900000000,5708.69,5816.23,5404.83,5495.68,27.736134
1584921600000,5495.68,5630.29,5387.72,5501.68,8.414011
1584943200000,5511.15,5588.4,5401.22,5514.04,29.597038
1584964800000,5514.04,6180.0,5514.04,5900.0,114.362715
1584986400000,5895.83,6100.0,5859.55,6079.71,58.90229
1585008000000,6079.71,6260.99,5972.33,6071.61,86.758007
1585029600000,6071.61,6370.84,6052.8,6240.6,104.656628
1585051200000,6240.71,6459.88,6050.0,6239.68,80.504975
1585072800000,6229.32,6325.27,6153.95,6265.21,43.905901
1585094400000,6276.96,6276.96,6074.82,6237.96,9.124754
1585116000000,6230.0,6450.0,6010.56,6082.2,85.606649
1585137600000,6082.64,6318.38,6073.01,6178.42,17.171884
1585159200000,6172.46,6222.12,6064.3,6195.65,13.898042
1585180800000,6218.84,6259.21,6135.76,6156.55,14.319120999999999
1585202400000,6130.05,6185.85,6070.83,6100.0,29.090422
1585224000000,6080.66,6140.0,5997.35,6072.14,40.737208
1585245600000,6072.14,6180.0,6055.79,6159.04,21.047726
1585267200000,6162.54,6252.19,6053.37,6067.12,16.09609
1585288800000,6067.06,6241.62,6067.06,6116.2,12.997649
1585310400000,6116.2,6167.35,6061.0,6120.35,37.524393
1585332000000,6106.86,6145.3,5742.0,5842.05,14.203481
1585353600000,5839.09,6071.76,5550.0,5633.26,39.529387
1585375200000,5633.26,5786.06,5570.73,5750.19,29.525998
1585396800000,5703.57,5741.93,5547.16,5547.16,13.495419
1585418400000,5547.16,5743.26,5533.29,5737.14,13.48939
1585440000000,5737.88,5742.13,5635.0,5635.0,6.9523779999999995
1585461600000,5635.0,5720.0,5555.0,5647.0,45.133891
1585483200000,5665.46,5679.92,5576.0,5620.0,18.552454
1585504800000,5599.74,5620.0,5383.4,5383.4,47.586903
1585526400000,5385.72,5732.75,5360.07,5693.03,19.034157
1585548000000,5715.55,5892.0,5693.39,5880.43,37.534513
1585569600000,5881.86,5950.0,5820.0,5902.18,30.859671
1585591200000,5899.54,6094.99,5868.14,5906.69,52.864166
1585612800000,5942.62,6237.0,5885.34,5977.83,33.524712
1585634400000,5986.26,6020.0,5900.0,5912.01,14.401786
1585656000000,5910.0,6030.0,5892.0,5970.0,23.555808
1585677600000,5960.16,6005.76,5903.1,5940.0,15.184359
1585699200000,5940.0,5940.0,5800.34,5829.47,7.761069
1585720800000,5829.47,5885.65,5800.0,5829.49,9.747205
1585742400000,5846.26,5880.0,5675.02,5773.69,37.668777
1585764000000,5773.69,6177.0,5745.35,6158.92,32.319278
1585785600000,6155.9,6237.0,6055.34,6100.0,12.004676
1585807200000,6100.0,6200.0,6077.13,6200.0,21.326849
1585828800000,6200.0,6693.0,6157.71,6627.0,68.298258
1585850400000,6627.0,6627.0,6220.37,6357.94,51.323828
1585872000000,6342.0,6376.27,6281.0,6329.9,2.145462
1585893600000,6350.0,6585.5,6350.0,6560.57,22.245522
1585915200000,6548.29,6574.34,6200.0,6316.27,42.535163
1585936800000,6316.41,6376.47,6260.01,6336.95,8.728634
1585958400000,6332.47,6380.0,6290.0,6323.54,3.873553
1585980000000,6328.26,6498.49,6280.0,6318.4,18.878527
1586001600000,6318.41,6402.74,6293.37,6385.0,17.799938
1586023200000,6385.0,6513.26,6350.0,6423.0,35.910777
1586044800000,6436.0,6478.65,6330.96,6352.29,13.250754
1586066400000,6352.29,6364.7,6293.36,6348.29,11.035061
1586088000000,6328.23,6361.65,6192.96,6342.23,9.366922
1586109600000,6342.24,6361.65,6276.32,6340.0,8.005919
1586131200000,6332.0,6484.0,6318.0,6474.64,7.024674
1586152800000,6474.64,6671.0,6398.0,6635.64,60.342394
1586174400000,6635.64,6700.0,6580.0,6700.0,49.606259
1586196000000,6700.0,6845.87,6660.97,6817.58,33.95766
1586217600000,6821.0,6920.43,6720.0,6762.76,15.871473
1586239200000,6762.76,6895.0,6720.01,6864.01,22.161055
1586260800000,6865.9,6893.0,6750.0,6801.0,41.023694
1586282400000,6786.57,6795.09,6580.0,6654.14,34.13855
1586304000000,6654.14,6850.0,6622.0,6845.81,6.982501
1586325600000,6850.0,6850.0,6698.91,6754.56,16.158058
1586347200000,6759.65,6832.77,6698.0,6813.52,22.034402
1586368800000,6788.47,6835.11,6707.41,6799.83,27.513864
1586390400000,6799.82,6830.16,6732.88,6774.82,2.424582
1586412000000,6751.88,6805.37,6641.47,6673.53,14.738116
1586433600000,6648.69,6800.0,6600.0,6755.0,56.95165
1586455200000,6742.51,6786.5,6725.05,6767.82,12.341641
1586476800000,6767.82,6776.97,6412.89,6433.0,16.232721
1586498400000,6433.0,6501.61,6335.46,6408.0,54.497455
1586520000000,6408.01,6433.09,6240.0,6377.27,28.466886
1586541600000,6357.1,6476.16,6340.0,6392.29,39.95139
1586563200000,6396.11,6432.78,6335.24,6419.56,5.709767
1586584800000,6394.12,6429.23,6343.0,6419.56,8.915326
1586606400000,6420.37,6455.74,6350.0,6350.0,23.531092
1586628000000,6350.01,6415.98,6300.0,6400.0,7.8388279999999995
1586649600000,6412.0,6422.94,6321.73,6375.07,1.397623
1586671200000,6369.88,6395.91,6321.8,6388.32,5.408785
1586692800000,6388.32,6699.32,6388.32,6602.41,28.743389
